Sutarties sudarymo data;Perkanèioji Institucija;Pirkinys yra: prekës, paslaugos, darbai1;Pirkinio pavadinimas (Pavadinimas pagal BVPÞ kodà þodþiais);Matavimo vienetai;Kiekis;Sutarties vertë (Eur) su PVM (þodþiu sudarytos sutarties atveju-  sàskaitoje faktûroje ar kt  mokëjimo dokumente nurodyta vertë (Eur) su PVM);Pirkimo bûdas2;Laimëjusio dalyvio pavadinimas;BVPÞ kodas(Skaièiais);Sutarties ásipareigojimø dalis, kuriai laimëtojas ketina pasitelkti treèiuosius asmenis kaip subrangovus, subtiekëjus ar subtiekëjus
2016.03.15;"L/D ""Þilvitis""";Prekës;Interneto paslauga;mën;36,00;260,64;AÞ;"UAB ""Splius'";72400000-4;Ne
2016.03.18;"L/D ""Þilvitis""";Prekës;Mokomieji seminarai;vnt;1,00;16,00;AÞ;Ðiauliø miesto savivaldybës Ðvietimo centras;80522000-9;Ne
2016.03.21;"L/D ""Þilvitis""";Prekës;Toneris spausdintuvui (Spausdintuvø kasetës);vnt;1,00;22,78;AÞ;"UAB ""Orgsita""";30237310-5;Ne
2016.03.24;"L/D ""Þilvitis""";Prekës;Mokomieji seminarai;vnt;2,00;24,00;AÞ;Ðiauliø miesto savivaldybës Ðvietimo centras;80522000-9;Ne
2016.04.05;"L/D ""Þilvitis""";Prekës;Antivirusinës lic.praplëtimas               (Ávairi biuro áranga ir reikmenys);vnt;1,00;20,42;AÞ;"UAB ""Orgsita""";30190000-7;Ne
2016.04.06;"L/D ""Þilvitis""";Prekës;Kompiuterio perinstaliavimas        (IT paslaugos);vnt;2,00;169,40;AÞ;"UAB ""Orgsita""";7200000-5;Ne
2016.04.06;"L/D ""Þilvitis""";Prekës;Bevielio tinklo stotelë, tinklo skirstytuvas, marðrutizatorius (Kompiuterinë áranga ir reikmenys);vnt;4,00;246,72;AÞ;"UAB ""Orgsita""";30200000-1;Ne
2016.04.06;"L/D ""Þilvitis""";Prekës;Þaliuziø remontas (Ávairios remonto ir prieþiûros paslaugos);vnt;4,00;37,00;AÞ;"UAB ""Dextera""";50800000-3;Ne
2016.04.08;"L/D ""Þilvitis""";Prekës;Kanceliarinës prekës     (Biuro reikmenys);vnt;1255,00;79,50;CPO;"UAB ""Eurobiuras""";30192000-1;Ne
2016.04.11;"L/D ""Þilvitis""";Prekës;Þemë                           (Þemës ûkio ir sodininkystës produktai);vnt;8,00;23,12;AÞ;"UAB ""Jupojos statybinës medþiagos""";03200000-2;Ne
2016.04.12;"L/D ""Þilvitis""";Prekës;Elektros energijos tiekimas;kwh;;1330,44;CPO;"UAB ""Energijos tiekimas'";65300000-6;Ne
2016.04.12;"L/D ""Þilvitis""";Prekës;Stalo þaidimai, Smëlio þaidimai (þaislai);vnt;16,00;111,59;AÞ;"IÁ ""Rolimeda""";37524200-9,           3750000-9;Ne
2016.04.12;"L/D ""Þilvitis""";Prekës;Konstruktoriai            (Stalo þaidimai);vnt;6,00;124,24;AÞ;"IÁ ""Rolimeda""";37524200-9;Ne
2016.04.12;"L/D ""Þilvitis""";Prekës;Priemonës dekoracijoms       (Amatø ir meno reikmenys;vnt;4,00;8,70;AÞ;"UAB ""Augmina""";37800000-0;Ne
2016.04.13;"L/D ""Þilvitis""";Prekës;Valikliai;vnt;51,00;65,21;AÞ;"UAB ""Koslita"" ";39830000-9;Ne
2016.04.13;"L/D ""Þilvitis""";Prekës;Kanceliarinës prekës (Biuro reikmenys);vnt;186,00;323,58;AÞ;"UAB ""Eurobiuras""";30192000-1;Ne
2016.04.14;"L/D ""Þilvitis""";Prekës;Balionø paleidimo paslauga                      (Kitos paslaugos);Kompl.;1,00;6,43;AÞ;"UAB ""Oranþinë reklama""";98390000-3;Ne
2016.06.08;vnt;Prekës;Þaidimø aikðteliø árenginiai;vnt;8,00;2800,00;AÞ;"UAB '""Eþerëlio vaivorykðtë""";37535200-9;Ne
2016.04.20;"L/D ""Þilvitis""";Prekës;Sodo,darþo prekës (Susmulkinti akmenys, skalda, akmens milteliai, þvirgþdas, þvyras, skalda, akmenø miðiniai, smëlio ir þvyro miðiniai ir kiti uþpildai);vnt;24,00;75,50;AÞ;"UAB ""Jupojos statybinës medþiagos""";14212000-0;Ne
2016.04.21;"L/D ""Þilvitis""";Prekës;"Stiklajuostë medinë (Kitos ávairios statybinës medþiagos)
";vnt;10,00;5,94;AÞ;"UAB ""Ðiauliø lyra""";44192000-2;Ne
2016.04.21;"L/D ""Þilvitis""";Prekës;Lietvamzdis  (Nutekamieji vamzdþiai);vnt;1,00;7,06;AÞ;"UAB ""Jupojos statybinës medþiagos""";44163111-1;Ne
2016.04.21;"L/D ""Þilvitis""";Prekës;Kilimëlis;vnt;1,00;17,63;AÞ;"UAB ""Jupojos statybinës medþiagos""";39531000-3;Ne
2016.04.21;"L/D ""Þilvitis""";Prekës;Emalë ávairiø spalvø (Vandeniniai daþai);vnt;11,00;111,35;AÞ;"UAB ""Jupojos statybinës medþiagos""";44812210-3;Ne
2016.04.21;"L/D ""Þilvitis""";Prekës;Gràþtai metalui                  ( Árankiai);vnt;8,00;22,61;AÞ;"UAB ""Jupojos statybinës medþiagos""";44510000-8;Ne
2016.04.21;"L/D ""Þilvitis""";Prekës;"Lempa liuminescencinë (Elektros lemputës ir liuminescencinës lempos)
";vnt;1,00;2,41;AÞ;"UAB ""Jupojos statybinës medþiagos""";31532920-9;Ne
2016.04.22;"L/D ""Þilvitis""";Prekës;Muilas putomis (Muilas);vnt;17,00;218,78;AÞ;"UAB ""Sanitex""";33711900-6;Ne
2016.04.22;"L/D ""Þilvitis""";Prekës;Tualetinis popierius;vnt;24,00;55,36;AÞ;"UAB ""Sanitex""";33760000-5;Ne
2016.04.25;"L/D ""Þilvitis""";Prekës;Spaudos darbai  (Spausdinimo paslaugos);vnt;130,00;28,31;AÞ;"UAB ""Ðiauliø spaustuvë""";79810000-5;Ne
2016.04.26;"L/D ""Þilvitis""";Prekës;Mokomieji seminarai;vnt;2,00;40,00;AÞ;"VÁ ""Mokyklø tobulinimo centras""";80522000-9;Ne
2016.04.27;"L/D ""Þilvitis""";Prekës;Þoliapjovë;vnt;1,00;329,00;AÞ;"UAB ""Ermitaþas""";16310000-1;Ne
2016.04.27;"L/D ""Þilvitis""";Prekës;Popieriniai rankðluosèiai;vnt;6,00;64,52;AÞ;"UAB ""Sanitex""";33763000-6;Ne
2016.04.28;"L/D ""Þilvitis""";Prekës;Elektrinës viryklës remontas                 (Ávairios remonto ir prieþiûros paslaugos);vnt;2,00;126,57;AÞ;"UAB ""Ðaldytuvø remontas""";5080000-3;Ne
2016.05.02;"L/D ""Þilvitis""";Prekës;Popieriniai rankðluosèiai;vnt;6,00;64,52;AÞ;"UAB ""Sanitex""";33763000-6;Ne
2016.05.06;"L/D ""Þilvitis""";Prekës;Popieriniai rankðluosèiai;vnt;6,00;64,52;AÞ;"UAB ""Sanitex""";33763000-6;Ne
2016.05.06;"L/D ""Þilvitis""";Prekës;Mokomieji seminarai;vnt;1,00;30,00;AÞ;Lietuvos socialinës pediatrijos draugija;80522000-9;Ne
2016.05.06;"L/D ""Þilvitis""";Prekës;Sodo,darþo prekës       ( Ávairûs gaminiai);vnt;12,00;18,64;AÞ;"UAB ""Jupojos statybinës medþiagos""";44423000-1;Ne
2016.05.09;"L/D ""Þilvitis""";Prekës;Àsoèiai su dangèiu (Indai);vnt;6,00;8,41;AÞ;"UAB ""Arkietë""";39221220-5;Ne
2016.05.10;"L/D ""Þilvitis""";Prekës;Sodo,darþo prekës       ( Ávairûs gaminiai);vnt;11,00;4,46;AÞ;"UAB ""Jupojos statybinës medþiagos""";44423000-1;Ne
2016.05.10;"L/D ""Þilvitis""";Prekës;Interneto svetainës talpinimas ir prieþiûra;mën;12,00;72,00;AÞ;Aistë Chilman(Individuali veikla);72411000-4;Ne
2016.05.11;"L/D ""Þilvitis""";Prekës;Dulkiø paðluostës;vnt;28,00;76,38;AÞ;"UAB ""KOSLITA""";39525100-9;Ne
2016.05.17;"L/D ""Þilvitis""";Prekës;Gyvatukas (Radiatoriai);vnt;1,00;69,39;AÞ;"UAB ""Jupojos statybinës medþiagos""";44621100-0;Ne
2016.05.20;"L/D ""Þilvitis""";Prekës;"Daþai emaliniai (Aliejiniai daþai)
";vnt;2,00;5,91;AÞ;"UAB ""Jupojos statybinës medþiagos""";44812210-0;Ne
2016.05.20;"L/D ""Þilvitis""";Prekës;Sodo,darþo prekës       ( Ávairûs gaminiai);vnt;6,00;9,65;AÞ;"UAB ""Jupojos statybinës medþiagos""";44423000-1;Ne
2016.05.23;"L/D ""Þilvitis""";Prekës;Judesio  davikliø programavimas ir montavimas     (Ávairios remonto ir prieþiûros paslaugos);vnt;4,00;31,56;AÞ;"UAB saugos tarnyba""ARGUS""";50800000-3;Ne
2016.05.23;"L/D ""Þilvitis""";Prekës;Vienkartiniai maiðeliai;vnt;4000,00;12,58;AÞ;"UAB ""Viskas pakuotei""";18938000-3;Ne
2016.05.23;"L/D ""Þilvitis""";Prekës;Mokomieji seminarai;vnt;4,00;26,00;AÞ;Ðiauliø universitetas;80522000-9;Ne
2016.05.24;"L/D ""Þilvitis""";Prekës;Alyva varikliui   (Dyzelinë alyva);vnt;1,00;3,43;AÞ;"UAB ""Jupojos statybinës medþiagos""";09134100-8;Ne
2016.05.31;"L/D ""Þilvitis""";Prekës;Benzinas;Ltr;20,01;21,11;AÞ;"UAB ""Naftos dujos""";09132000-3;Ne
2016.06.01;"L/D ""Þilvitis""";Prekës;Medþiagø sandelio apskaitos knygos (Apskaitos knygos) ;vnt;4,00;9,60;AÞ;"UAB ""Blankø leidykla""";22800000-8;Ne
2016.06.02;"L/D ""Þilvitis""";Prekës;Rankðluosèiai;vnt;101,00;99,99;AÞ;"UAB ""Jysk baltic""";39514100-9;Ne
2016.06.06;"L/D ""Þilvitis""";Prekës;"Daþai,daþymo juosta,voleliai,pigmentas,plëvelë remontui,popieriu remontui     (Statybinës medþiagos ir panaðûs gaminiai)
";vnt;28,00;221,49;AÞ;"UAB ""Jupojos statybinës medþiagos""";44100000-1;Ne
