Data;Institucija;Pirkinys yra:;Pirkinio pavadinimas;Matavimo vienetai;Kiekis;Sutarties vertë (Eur) su PVM (þodþiu sudarytos sutarties atveju-  sàskaitoje faktûroje ar kt  mokëjimo dokumente nurodyta vertë (Eur) su PVM);Pirkimo bûdas;Laimëjusio dalyvio pavadinimas;BVPÞ kodas.;Sutarties ásipareigojimø dalis, kuriai laimëtojas ketina pasitelkti treèiuosius asmenis kaip subrangovus, subtiekëjus ar subteikëjus
2016.06.16;Ðiauliø moksleiviø namai;P;Apgyvendinimo vieðbutyje paslauga;Para;7;966,00;AÞ;UAB „VYSTYK“;55110000-4;
2016.06.20;Ðiauliø moksleiviø namai;PR;Ðokoladas ir konditerijos gaminiai ið cukraus;kg;4;151,00;AÞ;UAB „Smagurita“;15842000-2;
2016.06.21;Ðiauliø moksleiviø namai;PR;Flash atminties kaupimo átaisai;Vnt.;5;17,40;AÞ;UAB „Techasas Trade“;30233180-6;
2016.06.28;Ðiauliø moksleiviø namai;PR;Tentai;Vnt.;1;20,57;AÞ;UAB „Kauno reklama“;44115710-9;
2016.06.30;Ðiauliø moksleiviø namai;PR;Tentai;Vnt.;1;28,44;AÞ;UAB „Kauno reklama“;44115710-9;
2016.06.30;Ðiauliø moksleiviø namai;PR;Kepurës;Vnt.;1800;4667,36;AÞ;UAB „Giftika“;18443340-1;
2016.07.01;Ðiauliø moksleiviø namai;PR;Ðokoladas ir konditerijos gaminiai ið cukraus;Vnt.;10;237,00;AÞ;UAB „Smagurita“;15842000-2;
2016.07.01;Ðiauliø moksleiviø namai;PR;Telefono kortelës;Vnt.;4;23,40;AÞ;Rimo Stankaus IÁ;31712111-1;
2016.07.05;Ðiauliø moksleiviø namai;PR;Flash atminties kaupimo átaisai;Vnt.;30;104,40;AÞ;UAB „Techasas Trade“;30233180-6;
2016.07.05;Ðiauliø moksleiviø namai;P;Informacijos technologijos árangos prieþiûra ir remontas;Vnt.;1;59,58;AÞ;UAB „Minolita“;50312600-1;
2016.07.05;Ðiauliø moksleiviø namai;PR;Trumparankoviai marðkinëliai;Vnt.;200;450,12;AÞ;"UAB ""Giftika""";18331000-8;
2016.07.07;Ðiauliø moksleiviø namai;PR;Ðokoladas ir konditerijos gaminiai ið cukraus;Vnt.;48;118,00;AÞ;"UAB ""Smagurita""";15842000-2;
2016.07.11;Ðiauliø moksleiviø namai;PR;Skintos gëlës;Vnt.;100;74,00;AÞ;Arûno Stulgaièio firma;03121200-7;
2016.07.11;Ðiauliø moksleiviø namai;P;Maisto tiekimo paslaugos;Vnt.;3;232,00;AÞ;UAB „VYSTYK“;55320000-9;
2016.07.11;Ðiauliø moksleiviø namai;P;Maisto tiekimo paslaugos;Vnt.;70;578,25;AÞ;UAB „Jonynë“;55320000-9;
2016.07.12;Ðiauliø moksleiviø namai;P;Keleiviniø transporto priemoniø nuoma su vairuotoju;Vnt.;1;6000,00;AÞ;Ðiauliø miesto savivaldybës Ðvietimo centras;60170000-0;
2016.07.12;Ðiauliø moksleiviø namai;P;Autoriø, kompozitoriø, skulptoriø, estrados artistø ir kitø atskirø menininkø teikiamos paslaugos;Vnt.;1;150,00;AÞ;Bernardas Garbaèiauskas;92312200-3;
2016.08.14;Ðiauliø moksleiviø namai;PR;Atminties kaupimo laikmenos;Vnt.;1;64,99;AÞ;UAB „Topo grupë“;30234500-3;
2016.08.18;Ðiauliø moksleiviø namai;PR;Flomasteriai;Vnt.;4;22,97;AÞ;UAB „Officeday“;30192123-9;
2016.08.19;Ðiauliø moksleiviø namai;PR;Trumparankoviai marðkinëliai;Vnt.;50;90,15;AÞ;UAB „Giftika“;18331000-8;
2016.08.19;Ðiauliø moksleiviø namai;PR;Pieðtukai;Vnt.;8;28,00;AÞ;UAB „Tiger shop“;30192130-1;
2016.08.19;Ðiauliø moksleiviø namai;PR;Nuotraukø rëmai;Vnt.;26;55,27;AÞ;"UAB ""Maxima LT""";39298100-8;
2016.08.19;Ðiauliø moksleiviø namai;PR;Nuotraukø rëmai;Vnt.;1;4,98;AÞ;"UAB ""Rimi Lietuva""";39298100-8;
2016.08.22;Ðiauliø moksleiviø namai;PR;Linoleumas;M2;20;105,60;AÞ;"UAB ""Kesko Senukai Lithuania""";44112230-9;
2016.08.22;Ðiauliø moksleiviø namai;P;Foto salonø paslaugos;Vnt.;220;40,00;AÞ;"UAB ""Foto 202""";79961350-6;
2016.08.23;Ðiauliø moksleiviø namai;PR;Balionai ir kamuoliai;Vnt.;720;82,35;AÞ;"R. Kielos ámonë ""Ðirðë""";37525000-4;
2016.08.23;Ðiauliø moksleiviø namai;PR;Dovanos ir apdovanojimai;Vnt.;10;29,42;AÞ;"R. Kielos ámonë ""Ðirðë""";18530000-3;
2016.08.23;Ðiauliø moksleiviø namai;PR;Þaislai;Vnt.;50;150,00;AÞ;"UAB ""Garbaris""";37520000-9;
2016.08.24;Ðiauliø moksleiviø namai;P;Muziejø paslaugos;vnt.;50;15,00;AÞ;Lietuvos dailës muziejus;92521000-9;
2016.08.25;Ðiauliø moksleiviø namai;P;Televizijos paslaugos;vnt.;1;60,50;AÞ;"UAB ""Ðiauliø apskrities televizija""";92220000-9;
2016.05.25;Ðiauliø m. sav. administracija;PR;Informaciniø (reklaminiø) vëliavø pirkimas;Vnt.;8;1600,00;AÞ;Ainos Ambrazienës ámonë;79341000-6;
2016.05.25;Ðiauliø m. sav. administracija;PR;Starto/finiðo vartai, pripuèiami kompresoriumi.;Vnt.;1;2000,00;AÞ;Ainos Ambrazienës ámonë;37400000-2;
2016.05.25;Ðiauliø m. sav. administracija;Paslauga;Scenos, pakylos nuomaLietuvos olimpinei dienai.;Vnt.;1;2500,00;AR;"UAB ""Balheidas""";98390000-3;
2016.05.25;Ðiauliø m. sav. administracija;Paslauga;Infrastruktûros árengimas (ágarsinimas, apðvietimas) renginyje Lietuvos olimpinë diena.;Vnt.;1;500,00;AR;"UAB ""Balheidas""";51310000-8;
2016.05.24;Ðiauliø m. sav. administracija;Paslauga;Muzikos atlikëjas/grupë skirtas Lietuvos olimpinei dienai Ðiauliuose;Vnt.;1;2000,00;AÞ;Neringa Zeleniûtë, Individualios veiklos paþymëjimo nr. 613916;92000000-1;
2016.05.26;Ðiauliø m. sav. administracija;Paslauga;Palapiniø komplekto nuoma Lietuvos olimpinei dienai Ðiauliuose;Komplektas;1;1400,00;AR;"UAB ""TOPAZ LT""";98390000-3;
2013.04.18;Ðiauliø Jaunøjø gamtininkø centras;PR;Ûkinës prekës;VNT/ KG;Pagal poreiká;600,00;AÞ;UAB Makveþa;44500000-5;
2016.03.04;Ðiauliø Jaunøjø gamtininkø centras;D;Topografinis planas;VNT;1;300,00;AÞ;Giedrë Varanavièienë;71510000-6;
2016.03.29;Ðiauliø Jaunøjø gamtininkø centras;D;Projektø parengimas;VNT;2;29887,00;SAR;UAB Wolf system;45100000-8;
2016.05.04;Ðiauliø Jaunøjø gamtininkø centras;PR;Dailës prekës;VNT;Pagal poreiká;200,00;AÞ;UAB Savex;37800000-6;
2016.05.04;Ðiauliø Jaunøjø gamtininkø centras;PR;Aviþos;KG;4000;480,00;AÞ;Artûras Gutauskas;03211600-9;
2016.05.18;Ðiauliø Jaunøjø gamtininkø centras;PR;Geriamas vanduo;VNT;Pagal poreiká;50,00;AÞ;UAB Sidabrinë srovë;41110000-3;
2016.06.17;Ðiauliø Jaunøjø gamtininkø centras;PR;Dailës prekës;VNT;Pagal poreiká;150,00;AÞ;UAB Alnida;37800000-6;
2016.06.01;Ðiauliø Jaunøjø gamtininkø centras;P;Maistas;VNT;101;1050,00;AÞ;UAB Gluota;15000000-8;
2016.06.23;Ðiauliø Jaunøjø gamtininkø centras;PR;Aviþos;KG;2000;240,00;AÞ;Artûras Gutauskas;03211600-9;
2016.08.16;Ðiauliø Jaunøjø gamtininkø centras;PR;Ðienas;KG/VNT;165/2475;165,00;AÞ;Meilutë Raèkauskaitë;03114200-5;
2016.01.19;Ðiauliø miesto savivaldybës administracija;PR;Dovanos ir apdovanojimai;vnt;2;41,20;AÞ;UAB „Alnera“;18530000-3;
2016.02.11;Ðiauliø miesto savivaldybës administracija;PR;Saldainiai;kg;2;11,52;AÞ;UAB „Rûta“;15842310-8;
2016.02.24;Ðiauliø miesto savivaldybës administracija;PR;Spausdintos knygos;vnt;1;35,00;AÞ;UAB „Þiburio knygynas“;22110000-4;
2016.03.21;Ðiauliø miesto savivaldybës administracija;PR;Spausdintos knygos;vnt;1;15,90;AÞ;UAB „Þiburio knygynas“;22110000-4;
2016.03.22;Ðiauliø miesto savivaldybës administracija;PR;Saldainiai;kg;1;27,83;AÞ;UAB „Rûta“;15842310-8;
2016.04.20;Ðiauliø miesto savivaldybës administracija;PR;Dovanos ir apdovanojimai;vnt;100;470,00;AÞ;UAB „Garbaris“;18530000-3;
2016.04.22;Ðiauliø miesto savivaldybës administracija;PR;Dovanos ir apdovanojimai;vnt;500;560,23;AÞ;UAB „Giftika“;18530000-3;
2016.04.22;Ðiauliø miesto savivaldybës administracija;P;Spausdinimo ir susijusios paslaugos;vnt;600;137,94;AÞ;UAB „Giftika“;79800000-2;
2016.04.26;Ðiauliø miesto savivaldybës administracija;PR;Dovanos ir apdovanojimai;vnt;3;30,00;AÞ;UAB „Sidabrinis medis“;18530000-3;
2016.04.27;Ðiauliø miesto savivaldybës administracija;PR;Dovanos ir apdovanojimai;vnt;200;176,66;AÞ;AB spaustuvë „Titnagas“;18530000-3;
2016.04.28;Ðiauliø miesto savivaldybës administracija;PR;Saldainiai;kg;2;32,50;AÞ;UAB „Rûta“;15842310-8;
2016.04.28;Ðiauliø miesto savivaldybës administracija;PR;Saldainiai;vnt/kg;10/4;43,67;AÞ;Rimo Stankaus ámonë;15842310-8;
2016.04.28;Ðiauliø miesto savivaldybës administracija;PR;Dovanos ir apdovanojimai;vnt;100;666,30;AÞ;UAB „Giftika“;18530000-3;
2016.05.12;Ðiauliø miesto savivaldybës administracija;P;Kitos paslaugos;vnt;1;51,55;AÞ;TÛB „Printë“;98390000-3;
2016.05.13;Ðiauliø miesto savivaldybës administracija;P;Kitos paslaugos;vnt;340;20,57;AÞ;K. J. Vasiliausko ámonë Leidykla „Lucilijus“;98390000-3;
2016.05.17;Ðiauliø miesto savivaldybës administracija;PR;"Statulëlës, papuoðalai; nuotraukø ar paveikslø rëmai ir veidrodþiai";vnt;50;210,00;AÞ;Danutës Janulytës individuali veikla;39298000-7;
2016.05.20;Ðiauliø miesto savivaldybës administracija;PR;"Statulëlës, papuoðalai; nuotraukø ar paveikslø rëmai ir veidrodþiai";vnt;45;145,20;AÞ;UAB „Fotokopija“;39298000-7;
2016.06.02;Ðiauliø miesto savivaldybës administracija;PR;Vaizdo áraðymo átaisai;vnt;4;268,00;AÞ;UAB „UCS Baltic“;32333100-7;
2016.01.04;Sanatorinis L/D „Puðelë‘‘;P;Dezinsekcija;Mënesio mokestis;1;10,00;NAR;"UAB „Profilaktinëdezinfekcija""";90922000-6; 
2016.01.20;Sanatorinis L/D „Puðelë‘‘;P;Seminaras;Vnt.;1;30,00;AÞ;Kauno ped. kvalifikacijoscentras;80522000-9; 
2016.01.21;Sanatorinis L/D „Puðelë‘‘;P;Sp. kasetës pildymas;Vnt.;1;14,48;AÞ;UAB‘‘Sinerta LDC‘‘;50300000-8; 
2016.01.21;Sanatorinis L/D „Puðelë‘‘;P;Inþineriniø tinklø prieþiûra;Mënesiomokestis;1;15,50;NAR;Ðiauliø m. sav. ÐC;50710000-5; 
2016.01.21;Sanatorinis L/D „Puðelë‘‘;PR;Þaliuzës;Vnt.;3;310,00;AÞ;UAB „Dextera“;39515430-8; 
2016.01.22;Sanatorinis L/D „Puðelë‘‘;P;Seminaras;Vnt.;2;40,00;AÞ;Ðiauliø m. sav. ÐC;80522000-9; 
2016.01.27;Sanatorinis L/D „Puðelë‘‘;PR;Marðkinëliai;Vnt.;4;45,60;AÞ;"UAB „Fiffa Baltic""";18230000; 
2016.01.28;Sanatorinis L/D „Puðelë‘‘;P;Skalbimo paslauga;Vnt.;Kg.;53,19;NAR;"UAB „Ðiaurës banga""";98310000; 
2016.01.29;Sanatorinis L/D „Puðelë‘‘;P;Interneto paslauga;Mënesio mokestis;1;10,14;NAR;"UAB „Splius""";64210000-1; 
2016.02.01;Sanatorinis L/D „Puðelë‘‘;PR;Statybinës pekës;Vnt.;10;24,53;AÞ;"UAB „Jupojos statybinës medþiagos""";44100000-1; 
2016.02.02;Sanatorinis L/D „Puðelë‘‘;P;Dezinsekcija;Mënesio mokestis;1;10,00;NAR;"UAB „Profilaktinë dezinfekcija""";90922000-6; 
2016.02.03;Sanatorinis L/D „Puðelë‘‘;PR;Apskaitos knygos;Vnt.;5;12,00;AÞ;"UAB „Blankø leidykla""";22800000-8; 
2016.02.04;Sanatorinis L/D „Puðelë‘‘;PR;Santechnikos prekës;Vnt.;2;20,26;AÞ;UAB „Jupojos statybinës medþiagos‘‘;42996400-8; 
2016.02.04;Sanatorinis L/D „Puðelë‘‘;P;Dezinfekcinës priemonës;Vnt.;9;80,02;AÞ;"UAB „Ðiauliø medtechnika""";90922000-6; 
2016.02.08;Sanatorinis L/D „Puðelë‘‘;PR;Higienos prekës;Vnt.;27;40,66;AÞ;UAB „Ðiauliø lyra“;33700000-7; 
2016.02.08;Sanatorinis L/D „Puðelë‘‘;PR;Svarstyklës;Vnt.;1;113,74;AÞ;"AB „Vilniaus metrologijos centras""";42923200-4; 
2016.02.09;Sanatorinis L/D „Puðelë‘‘;P;Seminaras;Vnt.;1;13,00;AÞ;Ðiauliø m. sav. ÐC;80522000-9; 
2016.02.09;Sanatorinis L/D „Puðelë‘‘;P;Interneto paslauga;Mënesio mokestis;1;10,14;NAR;"UAB „Splius""";64210000-1; 
2016.02.22;Sanatorinis L/D „Puðelë‘‘;PR;Biuro reikmenys;Vnt.;51;15,69;AÞ;UAB „Charlot LT‘‘;30192000-1; 
2016.02.22;Sanatorinis L/D „Puðelë‘‘;PR;Higienos prekës;Vnt.;45;66,97;AÞ;"UAB „Ðiauliø lyra""";33700000-7; 
2016.02.22;Sanatorinis L/D „Puðelë‘‘;P;Inþineriniø tinklø prieþiûra;Mënesio mokestis;1;15,50;NAR;Ðiauliø m. sav.ÐC;50710000-5; 
2016.02.29;Sanatorinis L/D „Puðelë‘‘;P;ÐGP;Kg; ;21,60;NAR;"UAB „Amazis""";90500000; 
2016.02.29;Sanatorinis L/D „Puðelë‘‘;P;Skalbimo paslauga;Kg.; ;47,30;AÞ;"UAB „Ðiaurës banga""";98310000; 
2016.03.01;Sanatorinis L/D „Puðelë‘‘;P;Pastato apsauga;Mënesio mokestis;1;175,69;NAR;"UAB „G4S Lietuva""";79710000; 
2016.03.07;Sanatorinis L/D „Puðelë‘‘;P;Dezinsekcija;Mënesio mokestis;1;10,00;NAR;"UAB „Profilaktinë dezinfekcija""";90922000-6; 
2016.03.09;Sanatorinis L/D „Puðelë‘‘;PR;Indai;Vnt.;3;147,54;AÞ;"UAB „Rational Market Solutions""";39221130-7; 
2016.03.09;Sanatorinis L/D „Puðelë‘‘;P;Seminaras;Vnt.;1;13,00;AÞ;Ðiauliø m. sav. ÐC;80522000-9; 
2016.03.14;Sanatorinis L/D „Puðelë‘‘;P;Sp. kasetës pildymas  ;Vnt.;2;43,44;AÞ;"UAB „Sinerta LDC""";50300000-8; 
2016.03.15;Sanatorinis L/D „Puðelë‘‘;P;Interneto paslauga;Mënesio mokestis;1;10,14;NAR;"UAB „Splius""";642100000-1; 
2016.03.16;Sanatorinis L/D „Puðelë‘‘;PR;Higienos prekës;Vnt.;102;123,34;AÞ;"UAB „Ðiauliø lyra""";33700000-7; 
2016.03.17;Sanatorinis L/D „Puðelë‘‘;PR;Buitinë chemija, valymo priemonës;Vnt.;2;11,70;AÞ;"UAB „Jupojos statybinës medþiagos""";39291000-8; 
2016.03.21;Sanatorinis L/D „Puðelë‘‘;P;Inþineriniø tinklø prieþiûra;Mënesio mokestis;1;15,50;AÞ;Ðiauliø m. sav. ÐC;50710000-7; 
2016.03.31;Sanatorinis L/D „Puðelë‘‘;P;ÐGP;Kg.;1;23,95;NAR;"UAB „Amazis""";90500000; 
2016.04.04;Sanatorinis L/D „Puðelë‘‘;P;Edukacinë programa;Vnt.;1;120,00;AÞ;Koncertinë ástaiga Kauno santaka;80522000-9; 
2016.04.05;Sanatorinis L/D „Puðelë‘‘;P;Dezinsekcija;Mënesio mokestis;1;10,00;NAR;"UAB „Profilaktinë dezinfekcija""";90922000-6; 
2016.04.06;Sanatorinis L/D „Puðelë‘‘;P;Pastato apsauga;Mënesio mokestis;1;175,69;NAR;"UAB „G4S Lietuva""";797100000; 
2016.04.13;Sanatorinis L/D „Puðelë‘‘;PR;Higienos prekës;Vnt.;20;21,17;AÞ;"UAB „Ðiauliø lyra""";33700000-7; 
2016.04.14;Sanatorinis L/D „Puðelë‘‘;PR;Sëdmaiðiø papildai;Vnt.;1;26,00;AÞ;"UAB „Pupt""";39110000-6; 
2016.04.15;Sanatorinis L/D „Puðelë‘‘;P;Interneto paslauga;Mënesio mokestis;1;10,14;AÞ;"UAB „Splius""";64210000-1; 
2016.04.18;Sanatorinis L/D „Puðelë‘‘;PR;Sodo inventorius;Vnt.;5;19,09;AÞ;"UAB „Ðiauliø lyra""";44511000-5; 
2016.04.20;Sanatorinis L/D „Puðelë‘‘;P;Metrologinë patikra;Vnt.;1;9,63;AÞ;"AB „Vilniaus metrologijos centras""";50410000-2; 
2016.04.25;Sanatorinis L/D „Puðelë‘‘;P;Inþineriniø tinklø prieþiûra;Mënesio mokestis;1;15,50;NAR;Ðiauliø m. sav. ÐC;50710000-5; 
2016.04.26;Sanatorinis L/D „Puðelë‘‘;P;Seminaras;Vnt.;1;25,00;AÞ;"Vðá „Tikra mityba""";80522000-9; 
2016.04.27;Sanatorinis L/D „Puðelë‘‘;PR;Higienos prekës;Vnt.;22;28,65;AÞ;"UAB „Jupojos statybinës medþiagos""";33700000-7; 
2016.04.29;Sanatorinis L/D „Puðelë‘‘;P;Skalbimo paslauga;Kg.; ;"55; 41";NAR;"UAB „Ðiaurës banga""";98310000; 
2016.04.29;Sanatorinis L/D „Puðelë‘‘;P;ÐGP;Kg.; ;30,78;NAR;"UAB „Amazis""";90500000; 
2016.04.29;Sanatorinis L/D „Puðelë‘‘;PR;Þaliuzës;Vnt.;3;160,00;AÞ;"UAB „Dextera""";39515430-8; 
2016.04.29;Sanatorinis L/D „Puðelë‘‘;P;Interneto paslauga;Mënesio mokestis;1;10,00;AÞ;"UAB „Splius""";64210000-1;
2016.05.03;Sanatorinis L/D „Puðelë‘‘;PR;Biuro reikmenys;Vnt.;6;10,20;AÞ;"UAB „Ðiauliø lyra""";30192000-1;
2016.05.04;Sanatorinis L/D „Puðelë‘‘;P;Dezinsekcija;Mënesio mokestis.;1;10,00;AÞ;"UAB „Profilaktinë dezinfekcija""";90922000-6;
2016.05.05;Sanatorinis L/D „Puðelë‘‘;PR;Knygos;Vnt.;55;198,30;AÞ;"UAB „Nieko rimto""";22110000-4;
2016.05.09;Sanatorinis L/D „Puðelë‘‘;PR;Indai;Vnt.;72;45,21;AÞ;"UAB „Norfos maþmena""";39221130-7;
2016.05.09;Sanatorinis L/D „Puðelë‘‘;P;Sp. kasetës pildymas;Vnt.;2;28,96;AÞ;"UAB „Sinerta""";50300000-8;
2016.05.09;Sanatorinis L/D „Puðelë‘‘;P;Pastato apsauga;Mënesio mokestis;1;175,69;NAR;"UAB „G4S Lietuva""";79710000;
2016.05.18;Sanatorinis L/D „Puðelë‘‘;PR;Higienos prekës;Vnt.;20;37,62;AÞ;"UAB „Ðiauliø lyra""";33700000-7;
2016.05.25;Sanatorinis L/D „Puðelë‘‘;P;Inþineriniø tinklø preieþiûra ;Mënesio mokestis;1;15,50;AÞ;Ðiauliø m. sav. ÐC;50710000-5;
2016.05.25;Sanatorinis L/D „Puðelë‘‘;P;Seminaras;Vnt.;1;19,00;AÞ;Ðiauliø m. sav. ÐC;80522000-9;
2016.05.26;Sanatorinis L/D „Puðelë‘‘;PR;Higienos prekës;Vnt.;132;"65; 30";CPO;"UAB „Arvedas""";33700000-7;
2016.05.31;Sanatorinis L/D „Puðelë‘‘;P;ÐGP;Kg.; ;28,85;NAR;"UAB „Amazis""";90500000;
2016.05.31;Sanatorinis L/D „Puðelë‘‘;P;Inerneto paslauga;Mënesio mokestis;1;10,14;AÞ;"UAB„Splius""";64210000-1;
2016.06.02;Sanatorinis L/D „Puðelë‘‘;P;Dezinsekcija;Mënesio mokestis;1;10,00;NAR;"UAB „Profilaktinë dezinfekcija""";90922000-6;
2016.06.03;Sanatorinis L/D „Puðelë‘‘;PR;Higienos prekës;Vnt.;20;53,60;AÞ;"UAB „Ðiauliø lyra""";33700000-7;
2016.06.07;Sanatorinis L/D „Puðelë‘‘;PR;Apskaitos knygos;Vnt.;7;18,19;AÞ;Ðiauliø m. sav. ÐC;22800000-8;
2016.06.07;Sanatorinis L/D „Puðelë‘‘;P;Pastato apsauga;Mënesio mokestis;1;175,69;NAR;"UAB „G4S Lietuva""";79710000;
2016.06.20;Sanatorinis L/D „Puðelë‘‘;PR;Higienos prekës;Vnt.;29;49,52;AÞ;"UAB „Ðiauliø lyra""";33700000-7;
2016.06.22;Sanatorinis L/D „Puðelë‘‘;PR;Statybinës prekës;Vnt.;12;123,09;AÞ;"UAB „Jupojos statybinës medþiagos""";44190000-8;
2016.06.22;Sanatorinis L/D „Puðelë‘‘;PR;Baldai ;Vnt.;6;954,00;AÞ;"UAB „Breolis""";39161000-8;
2016.06.27;Sanatorinis L/D „Puðelë‘‘;PR;Statybinës prekës;Vnt.;45                 11                 11;321,86;AÞ;"UAB „Jupojos statybinës medþiagos""";44100000-1;
2016.06.27;Sanatorinis L/D „Puðelë‘‘;PR;Kopijuoklis;Vnt.;1;310,97;AÞ;"UAB „Konika minolta baltia""";30191000-4;
2016.06.28;Sanatorinis L/D „Puðelë‘‘;PR;Statybinës prekës;Vnt.;385;15,50;AÞ;"UAB „Jupojos statybinës medþiagos""";44190000-8;
2016.06.29;Sanatorinis L/D „Puðelë‘‘;PR;Statybinës prekës;Vnt.;16;25,94;AÞ;"UAB „Jupojos statybinës medþiagos""";44100000-1;
2016.06.29;Sanatorinis L/D „Puðelë‘‘;P;ÐGP;Kg.; ;28,60;AÞ;"UAB „Amazis""";90500000;
2016.06.30;Sanatorinis L/D „Puðelë‘‘;P;Skalbimo paslauga;Kg.; ;52,51;AÞ;"UAB „Ðiaurës banga""";98310000;
2016.07.04;Sanatorinis L/D „Puðelë‘‘;PR;Biuro reikmenys;Vnt.;22;19,90;AÞ;UAB „Charlot LT'';30192000-1;
2016.07.04;Sanatorinis L/D „Puðelë‘‘;PR;Statybinës prekës;Vnt.;12;416,30;AÞ;UAB „Ðiauliø lyra'';4410000-1;
2016.07.07;Sanatorinis L/D „Puðelë‘‘;P;Pastato apsauga;Vnt.;1;175,69;NAR;"UAB „G4S Lietuva""";79710000;
2016.07.08;Sanatorinis L/D „Puðelë‘‘;PR;Maiðytuvas elektrinis;Vnt.;1;67,88;AÞ;UAB „Jupojos statybinës medþiagos'';31000000-6;
2016.07.12;Sanatorinis L/D „Puðelë‘‘;PR;Biuro popierius;Vnt.;27;69,25;CPO;UAB „Officeday'';30197630-1;
2016.07.18;Sanatorinis L/D „Puðelë‘‘;PR;Konvekcinë krosnis;Vnt.;1;1489,85;AÞ;UAB „BALTIK GRUPË'';39711361-7;
2016.07.21;Sanatorinis L/D „Puðelë‘‘;P;Statybiniø atliekø iðveþimas;Vnt.;1;20,00;AÞ;UAB „Spec. Transportas'';90000000-7;
2016.07.25;Sanatorinis L/D „Puðelë‘‘;PR;Statybinës prekës;Vnt.;24;132,56;AÞ;UAB „Ðiauliø lyra'';44190000-8;
2016.07.26;Sanatorinis L/D „Puðelë‘‘;PR;Santechnikos prekës;Vnt.;23;105,22;AÞ;UAB „Navalda'';44411700-1;
2016.07.26;Sanatorinis L/D „Puðelë‘‘;PR;Santechnikos prekës;Vnt.;3;42,19;AÞ;UAB „Ðiauliø lyra'';44411700-1;
2016.07.27;Sanatorinis L/D „Puðelë‘‘;P;Statybiniø atliekø iðveþimas;Vnt.;1;20,00;AÞ;UAB „Spec. Transportas'';90000000-7;
2016.07.28;Sanatorinis L/D „Puðelë‘‘;PR;Statybinës prekës;Vnt.;5;113,23;AÞ;UAB „Jupojos statybinës medþiagos'';44190000-8;
2016.07.29;Sanatorinis L/D „Puðelë‘‘;P;Skalbimo paslauga;Kg.;;86,39;NAR;UAB „Ðiaurës banga'';98310000;
2016.08.31;Plaukimo mokykla „Delfinas“;Prekës;Transporto priemoniø ir su jomis susijusiø árenginiø remonto, prieþiûros ir kitos paslaugos;Vnt. (vienetai);1;9.00;Apklausa þodþiu;UAB „Uoksas“;50100000-6;Nepasitelkiama
2016.08.31;Plaukimo mokykla „Delfinas“;Paslaugos;Techniniu apþiûrø centras;Vnt. (vienetai);1;21.Geg;Apklausa þodþiu;UAB „Ðiauliø techniniø apþiûrø centras“;VPÁ 10 str. 2 d. 8 p;Nepasitelkiama
2016.08.31;Plaukimo mokykla „Delfinas“;Prekës;Sodininkystës ir medelynø produktai;Vnt. (vienetai);5;18.62;Apklausa þodþiu;UAB „KESKO SENUKAI LITHUANIA;03120000-8;Nepasitelkiama
2016.08.01;Lopðelis-darþelis „Voveraitë“;Prekës;Biuro prekës;Mën (mënesiai);36;----;Apklausa þodþiu;"UAB ""Eurobiuras""";30192000-1;-----
2016.08.31;BÁ Ðiauliø miesto savivaldybës vieðoji biblioteka;Paslaugos;SMSVB Vaikø literatûros skyriaus (Gvazdikø t. 8) patalpø apdailos darbai, pagal atliktø darbø aktà Nr. 16-27;K-tas;1;353.32;Apklausa þodþiu;"UAB ""Kesvalda""";45453100-8;-
2016.09.01;BÁ Ðiauliø miesto savivaldybës vieðoji biblioteka;Paslaugos;Elektroninis terminuotas bilietas 24.50 EUR;Vnt. (vienetai);1;24.50;Apklausa þodþiu;"UAB ""Busturas""";22459000-2;-
2016.08.19;Lopðelis-darþelis „Þiogelis“;Prekës;Santechnikos prekës;Vnt. (vienetai);26;71,09;Apklausa þodþiu;"UAB ""Celsis""";44000000-0;-
2016.08.25;Lopðelis-darþelis „Þiogelis“;Paslaugos;Remontos paslaugos;Vnt. (vienetai);1;24,2;Apklausa þodþiu;"UAB ""Baltic master""";50000000-5;-
2016.08.25;Lopðelis-darþelis „Þiogelis“;Prekës;Statybinës prekës;Vnt. (vienetai);46;42,35;Apklausa þodþiu;"UAB ""Ðiauliø lyra""";44190000-8;-
2016.08.26;Lopðelis-darþelis „Þiogelis“;Prekës;Antspaudas;Vnt. (vienetai);1;10,72;Apklausa þodþiu;"UAB ""Charlot LT""";30190000-7;-
2016.08.29;Lopðelis-darþelis „Þiogelis“;Prekës;Raktai;Vnt. (vienetai);23;69;Apklausa þodþiu;"IÁ ""Simrakt""";44500000-5;-
2016.08.30;Lopðelis-darþelis „Þiogelis“;Prekës;Statybinës prekës;Vnt. (vienetai);24;81,36;Apklausa þodþiu;"UAB ""Mimeta""";44190000-8;-
2016.08.30;Lopðelis-darþelis „Þiogelis“;Prekës;Kanceliarinës prekës;Vnt. (vienetai);33;61,94;Apklausa þodþiu;"UAB ""Charlot LT""";30190000-7;-
2016.09.05;Saulës pradinë mokykla;Prekës;"Statybinës medþiagos ir panaðûs gaminiai. reikmenys
";Vnt. (vienetai);30;34,79;Apklausa þodþiu;"UAB ""Ðiauliø Lyra""
";44100000-2;nëra
